seed,nSteps,Nx,Ny,gamma,repairStrength,repairK,repairSmoothPasses,repairMaxDisplacementFraction,meanStdN,ratioStd_vs_Q6Projection,finalStdN,ratioFinalStd_vs_Q6Projection,meanOutBand,ratioOutBand_vs_Q6Projection,meanLowK,ratioLowK_vs_Q6Projection,timeAvgRelRms,ratioTimeAvgRelRms_vs_Q6Projection,meanRhoTransport,ratioRhoTransport_vs_Q6Projection,nuEff,ratioNuEff_vs_Q6Projection,R2,signalToNoise,centerMinusWall,meanRepairDxRms,meanDivAfterRepair,restoreResidual,elapsedRun,elapsedScript
11,30000,32,16,20,0.001,1,1,0.01,3.25486249138425,0.919122939336523,3.1386736076973,0.933076561764349,0.165399190199336,0.816596593379984,0.000253287355454872,1.44747211465416,0.019228370767016,0.825964491557784,0.00865769519864018,0.916832506302538,0.0154595703859078,0.768426163802746,0.928102457533681,2.70694591192272,0.139205937926225,5.38280123088395e-06,1.05776554310467e-14,3.29613440520824e-18,753.2162323,754.4576609
