step,t,phase,phaseIndex,yTop,compression,volume,volumeRatio,rhoMean,rhoRatio,Pkin,Pwall,PexcessWallKinetic,PprojectionWorkRaw,PprojectionWorkThermostatted,wallImpulseTopY,wallHitsTop,dVInterval,dVdtMean,projectionEnergyRaw,projectionEnergyThermostatted,kBTCell,stdN,lowKProxy,rmsDivParticleAfter,rmsMassFluxResidual,rmsMassFluxParticleAfter,meanVy,PkinSmooth,PwallSmooth,PexcessWallKineticSmooth,PprojectionWorkRawSmooth,PprojectionWorkThermostattedSmooth
9900,9.9,compression,1,0.97525,0.02475,1.9505,0.97525,5249.93591386824,1.02537810817739,5526.79609206789,5337.77580199144,-189.020290076451,-1596.43403110687,7.4659577822393,1067.55516039829,472,-0.000500000000000167,-0.00500000000000167,-0.798217015553702,0.0037329788911209,1.03862222944453,3.57091972891744,0.000269337701145466,0.0235312587462569,0.00235288754466902,0.295404625777134,-0.0208250289471413,5526.8300496505,5012.00231585793,-514.82773379257,-1552.07535127256,10.1427786332468
10000,10,compression,1,0.975,0.025,1.95,0.975,5251.28205128205,1.02564102564103,5528.25318886557,4844.0336810007,-684.219507864872,-1554.16769103631,17.4917026720768,968.806736200141,431,-0.000499999999999945,-0.00499999999999945,-0.777083845518067,0.00874585133603745,1.04408319485168,3.77342650038609,0.000405338606698695,0.0196781492025502,0.0069636702130184,0.439509728222946,-0.00581029887205592,5528.24422753023,4979.03088070722,-549.213346823011,-1553.71482909357,9.92754403575361
10100,10.1,compression,1,0.97475,0.02525,1.9495,0.97475,5252.62887919979,1.02590407796871,5529.68175467696,4698.67962044817,-831.002134228787,-1512.848473731,12.5571373881895,939.735924089635,421,-0.000499999999999945,-0.00499999999999945,-0.756424236865416,0.00627856869409404,1.04474140967711,3.75053812185965,0.000406308264271012,0.0149773614714708,0.00436883376713838,0.391988212207134,0.00874565697678657,5529.66091196744,4967.73771635598,-561.923195611454,-1551.56384849561,9.33481632697102
10200,10.2,compression,1,0.9745,0.0255000000000001,1.949,0.9745,5253.9763981529,1.02616726526424,5531.05567273863,6017.0714030444,486.015730305765,-1518.31625033744,5.79936984875424,1203.41428060888,519,-0.000500000000000167,-0.00500000000000167,-0.759158125168973,0.00289968492437809,1.04137482004742,3.72225548692999,0.000296128380460915,0.0351889177988187,0.00607350828950246,0.533134209550773,-0.00940172108647208,5531.07827138898,4992.99198448566,-538.086286903315,-1549.28131376213,9.1047530769202
10300,10.3,compression,1,0.97425,0.0257500000000001,1.9485,0.97425,5255.32460867334,1.02643058763151,5532.4657256467,4643.63974881119,-888.825976835516,-1547.84014086138,6.72307435946469,928.727949762238,409,-0.000499999999999945,-0.00499999999999945,-0.773920070430606,0.00336153717973198,1.04129024763888,3.63877788563392,0.00026961226815379,0.0168919682818783,0.00857086433146406,0.46887296401826,-0.00218057542059512,5532.49768535631,5000.79197230026,-531.705713056052,-1547.83895743047,9.50577961040018
10400,10.4,compression,1,0.974,0.026,1.948,0.974,5256.67351129363,1.02669404517454,5533.99701312731,4495.15726960121,-1038.8397435261,-1533.60461842317,13.2448512634019,899.031453920243,399,-0.000499999999999945,-0.00499999999999945,-0.766802309211499,0.00662242563170024,1.04358115398583,3.81058367513502,0.000323201471454207,0.0239623566797412,0.00411260788176859,0.434696495156004,0.0119172175376572,5533.91839675128,4966.27758522993,-567.640811521352,-1541.25640369713,9.24450024515311
10500,10.5,compression,1,0.97375,0.02625,1.9475,0.97375,5258.02310654686,1.02695763799743,5535.29115004414,5321.55734282005,-213.733807224085,-1535.77814131409,3.66010364760645,1064.31146856401,481,-0.000499999999999945,-0.00499999999999945,-0.767889070656959,0.00183005182380303,1.03791229884235,3.57201560733174,0.000208647805634972,0.0216505467029256,0.00447101511769725,0.446875880030659,-0.00993112407322546,5535.34029534533,4920.33583063511,-615.004464710218,-1542.42977289927,9.25821694198476
10600,10.6,compression,1,0.9735,0.0265,1.947,0.9735,5259.37339496661,1.02722136620442,5536.71433489712,5064.26623144779,-472.448103449331,-1494.55180317809,9.50750942103145,1012.85324628956,468,-0.000499999999999945,-0.00499999999999945,-0.747275901588963,0.0047537547105152,1.03970597078813,3.54617293229665,0.000275609132281718,0.0246334411918723,0.00547386844886582,0.624342380221008,-0.00750389830222789,5536.76231025285,4901.20714946217,-635.555160790676,-1539.14782608132,8.78148772818249
10700,10.7,compression,1,0.97325,0.0267500000000001,1.9465,0.97325,5260.72437708708,1.02748522989982,5538.14420763797,4372.43584109227,-1165.7083665457,-1603.41375981301,-6.75885255390881,874.487168218455,382,-0.000500000000000167,-0.00500000000000167,-0.801706879906774,-0.00337942627695553,1.03394707675187,3.54341261979594,0.00022261620706495,0.022073591477519,0.00410652732058117,0.434049745119118,0.00560546496998546,5538.18501924941,4991.2560326679,-546.928986581504,-1538.97514259955,8.24782089170778
10800,10.8,compression,1,0.973,0.027,1.946,0.973,5262.07605344296,1.02774922918808,5539.61826859823,5422.87260576675,-116.745662831478,-1584.93676162457,17.4161507500871,1084.57452115335,440,-0.000499999999999945,-0.00499999999999945,-0.792468380812197,0.00870807537504259,1.04200796105523,3.74322610631185,0.000223870548627699,0.0246259586583829,0.00453481693839399,0.333106135493804,0.00401423616313972,5539.60923423281,4974.52623742054,-565.082996812263,-1534.54480303296,8.36143363274808
10900,10.9,compression,1,0.97275,0.02725,1.9455,0.97275,5263.42842456952,1.02801336417373,5541.00354230661,5646.98205738057,105.978515073962,-1405.56321586656,9.78990045496017,1129.39641147612,505,-0.000499999999999945,-0.00499999999999945,-0.702781607933201,0.00489495022747954,1.03961834481038,3.65219822286521,0.000146878165722906,0.0174192783367722,0.0030397107431298,0.289795741174491,-0.0115779436448673,5541.03314362038,4990.77802475915,-550.255118861231,-1533.43026897094,8.89330073447849
11000,11,compression,1,0.9725,0.0275000000000001,1.945,0.9725,5264.78149100257,1.02827763496144,5542.3966323658,4381.64534467135,-1160.75128769444,-1558.39643929864,12.426114501458,876.329068934272,378,-0.000500000000000167,-0.00500000000000167,-0.779198219649578,0.00621305725073107,1.03963045202148,3.49671358147068,0.000182738076860677,0.024310102646642,0.00464878170856241,0.312604697638472,0.00244371724290067,5542.4581073964,4926.67140008308,-615.786707313321,-1527.27315972004,8.63388984145339
11100,11.1,compression,1,0.97225,0.0277500000000001,1.9445,0.97225,5266.13525327848,1.02854204165595,5543.84009114453,4689.09194671611,-854.748144428418,-1531.62673617157,5.72210702342454,937.818389343222,406,-0.000499999999999945,-0.00499999999999945,-0.765813368085701,0.00286105351171195,1.03592357752292,3.59440748473799,0.000152548868839771,0.0246247628105261,0.00678838769640516,0.481671598864975,-0.00237412562588267,5543.88080433579,4944.69285048192,-599.187953853873,-1529.32971619745,8.29572185983538
11200,11.2,compression,1,0.972,0.028,1.944,0.972,5267.48971193416,1.02880658436214,5545.24176219455,5094.24463852869,-450.997123665864,-1576.35331024164,8.84801076118133,1018.84892770574,412,-0.000499999999999945,-0.00499999999999945,-0.788176655120732,0.00442400538059018,1.03406596051089,3.56708150314762,0.000201061592963759,0.0289158873118473,0.00116383833706092,0.381419829260753,0.00434179658461212,5545.30319827637,5004.86688110466,-540.436317171705,-1530.10205630233,8.20776412712236
11300,11.3,compression,1,0.97175,0.02825,1.9435,0.97175,5268.84486750707,1.02907126318498,5546.73447717805,5478.72616427797,-68.0083129000832,-1535.90192375438,18.4298011083335,1095.74523285559,493,-0.000499999999999945,-0.00499999999999945,-0.767950961877108,0.00921490055416574,1.04487912610026,3.7442715542044,0.000284426923936759,0.010827050324101,0.000391043916822492,0.21194689700224,-0.0144575441898813,5546.72996081939,4944.57489437533,-602.155066444062,-1529.24262800354,8.20136251788524
11400,11.4,compression,1,0.9715,0.0285,1.943,0.9715,5270.20072053525,1.02933607822954,5548.16354357856,4665.19813072948,-882.965412849086,-1475.86914202198,-2.16538176304428,933.039626145897,408,-0.000499999999999945,-0.00499999999999945,-0.737934571010911,-0.00108269088152202,1.0355880063573,3.70961621278859,0.000385919252278304,0.0321354715352756,0.0100516659780456,0.479751925346577,-0.00330107132399516,5548.1544022679,4896.2011056144,-651.9532966535,-1528.17286154093,8.16248296060233
11500,11.5,compression,1,0.97125,0.0287500000000001,1.9425,0.97125,5271.55727155727,1.02960102960103,5549.67660295629,4921.00729586723,-628.669307089065,-1548.11833696789,3.60216491702005,984.201459173446,376,-0.000500000000000167,-0.00500000000000167,-0.774059168484204,0.00180108245851063,1.0359271808648,3.80029868019718,0.000319018615777801,0.0240270406918241,0.00624729442875259,0.54055920395006,0.0137373453426246,5549.57450474704,4913.64142706914,-635.933077677898,-1527.9586618382,7.39276024018045
11600,11.6,compression,1,0.971,0.029,1.942,0.971,5272.91452111226,1.02986611740474,5551.0351201037,4694.87203769386,-856.163082409838,-1505.24902147801,2.42816395299421,938.974407538773,401,-0.000499999999999945,-0.00499999999999945,-0.752624510738921,0.00121408197649697,1.03665435501687,3.70328039909021,0.000246957962748047,0.0386937375098682,0.00114385768644262,0.580967152785735,0.0108883339657947,5551.00223678261,4919.79267208475,-631.209564697858,-1526.68677395166,7.6634793333923
11700,11.7,compression,1,0.97075,0.02925,1.9415,0.97075,5274.27246973989,1.03013134174607,5552.4442020149,5518.55032198538,-33.8938800295127,-1558.07878291282,9.12463384583762,1103.71006439708,442,-0.000499999999999945,-0.00499999999999945,-0.779039391456323,0.00456231692291831,1.04081475099692,3.69640434585593,0.000167823176731194,0.0199289265468822,0.000771752375638536,0.384102392389522,-0.0149488982810777,5552.43688591193,4902.45820253138,-649.978683380553,-1529.45227156545,7.91339824048886
11800,11.8,compression,1,0.9705,0.0295000000000001,1.941,0.9705,5275.63111798042,1.03039670273055,5553.861935302,4338.29190129782,-1215.57003400417,-1483.6800068239,12.3865672200417,867.658380259565,398,-0.000500000000000167,-0.00500000000000167,-0.741840003412195,0.00619328361002291,1.03910964454123,3.58568582800318,0.000251264995440712,0.0290945386171387,0.00192971809860644,0.510157188898431,-0.0124393055065426,5553.86460755426,4954.6395439208,-599.225063633454,-1526.37528511211,8.79911707065979
11900,11.9,compression,1,0.97025,0.0297500000000001,1.9405,0.97025,5276.99046637465,1.0306622004638,5555.2806985824,5160.23913476962,-395.041563812781,-1541.30706142651,19.0602288228988,1032.04782695392,456,-0.000499999999999945,-0.00499999999999945,-0.770653530713169,0.00953011441144835,1.04943642709647,3.59386300128645,0.000215658268029362,0.0283981695824367,0.00295147569947199,0.514028743888777,-0.0184195731657423,5555.29082856003,4940.20099912907,-615.08982943096,-1524.24869680101,8.45012452144476
12000,12,compression,1,0.97,0.03,1.94,0.97,5278.35051546392,1.03092783505155,5556.72033136441,3991.53668379407,-1565.18364757033,-1467.13473683794,2.01832902871213,798.307336758815,374,-0.000499999999999945,-0.00499999999999945,-0.733567368418887,0.00100916451435595,1.04202831440088,3.65755257000475,0.000200334523119256,0.0331734257688433,0.00271554658671284,0.595294953342197,0.0154456699857654,5556.71789140374,4887.36389275005,-669.353998653694,-1530.49878083366,8.49284174177734
12100,12.1,compression,1,0.96975,0.03025,1.9395,0.96975,5279.71126579015,1.03119360659964,5558.1298245928,5222.48413937634,-335.645685216458,-1597.35537706192,10.3901750580986,1044.49682787527,442,-0.000499999999999945,-0.00499999999999945,-0.798677688530871,0.00519508752904874,1.04114301975815,3.58623155296304,0.00037531729656947,0.0192318876613115,0.00616976404130285,0.390650846499343,0.00876028432152369,5558.15157740075,4934.67129963031,-623.480277770441,-1528.90409668715,8.12355263878147
12200,12.2,compression,1,0.9695,0.0305,1.939,0.9695,5281.07271789582,1.03145951521403,5559.55202742904,5962.33426352577,402.782236096726,-1529.06761593348,10.7100250012161,1192.46685270515,550,-0.000499999999999945,-0.00499999999999945,-0.764533807966655,0.00535501250060744,1.03821058448071,3.61720178148584,0.000450049684336281,0.0330245830252042,0.00755310164082273,0.522809966440558,-0.0144329581881616,5559.582304049,4985.88297367632,-573.699330372684,-1531.23635713535,8.11163767733055
12300,12.3,compression,1,0.96925,0.0307500000000001,1.9385,0.96925,5282.43487232396,1.03172556100077,5561.01768614208,4750.93968172836,-810.078004413712,-1500.26825606291,5.6649360547748,950.187936345673,416,-0.000500000000000167,-0.00500000000000167,-0.750134128031706,0.00283246802738835,1.03935835389894,3.48381777671707,0.000251696902995941,0.0396488790146643,0.00636558276960573,0.562910527083089,-0.0135876711897659,5561.01791200717,4992.56631393702,-568.451598070145,-1529.34511574095,8.15658485375864
12400,12.4,compression,1,0.969,0.031,1.938,0.969,5283.79772961816,1.03199174406605,5562.37899606537,3627.79018483164,-1934.58881123373,-1525.37504514639,5.90660365652361,725.558036966329,360,-0.000499999999999945,-0.00499999999999945,-0.762687522573112,0.00295330182826148,1.04019403700926,3.39505799459932,0.000220531461719962,0.0207779757585083,0.00516150788553011,0.327061490589183,0.0124537684005151,5562.45092480493,5008.9877213486,-553.463203456328,-1529.83150934651,7.60385876496419
12500,12.5,compression,1,0.96875,0.03125,1.9375,0.96875,5285.16129032258,1.03225806451613,5563.8191651893,4861.40402015084,-702.415145038469,-1529.10642466589,-2.9193258654575,972.280804030168,396,-0.000499999999999945,-0.00499999999999945,-0.764553212332863,-0.00145966293272859,1.03708872185911,3.4226138716317,0.000249013682840673,0.0239229668562523,0.00589130002555204,0.458465773070088,0.00100756696705313,5563.88467899945,5038.65751624209,-525.227162757362,-1535.01255799685,8.16400615495603
12600,12.6,compression,1,0.9685,0.0315000000000001,1.937,0.9685,5286.52555498193,1.03252452245741,5565.27352279105,5450.73348814781,-114.540034643234,-1509.06849569688,9.34520460505527,1090.14669762956,479,-0.000500000000000167,-0.00500000000000167,-0.754534247848692,0.00467260230252919,1.03371049115228,3.46071042331641,0.000251517525822251,0.0247395729404025,0.0063624104088999,0.44598757262832,-0.00349808377018329,5565.31750086051,5021.63997778023,-543.677523080273,-1533.20610565324,8.44238581709366
12700,12.7,compression,1,0.96825,0.0317500000000001,1.9365,0.96825,5287.89052414149,1.03279111799639,5566.841966613,4700.24237082708,-866.599595785928,-1552.62725306763,14.7558064700591,940.048474165416,415,-0.000499999999999945,-0.00499999999999945,-0.776313626533731,0.00737790323502874,1.03824146599572,3.7275092022997,0.000317025413010996,0.0432810546548153,0.00766939913673885,0.774304060650561,0.0178154759538769,5566.75445829476,5095.92361061418,-470.830847680582,-1537.09064307041,8.8063916997842
12800,12.8,compression,1,0.968,0.032,1.936,0.968,5289.25619834711,1.03305785123967,5568.12636212672,5468.24401027009,-99.8823518566296,-1538.79704429288,11.8412428796808,1093.64880205402,489,-0.000499999999999945,-0.00499999999999945,-0.769398522146357,0.00592062143983973,1.04326541470816,3.39505799459932,0.000189810563632669,0.0177406965216321,0.00331502748016101,0.217038318962094,-0.00861431403283962,5568.19158589817,5063.21252763262,-504.979058265548,-1537.58399992752,8.97114090407267
12900,12.9,compression,1,0.96775,0.03225,1.9355,0.96775,5290.62257814518,1.03332472229398,5569.5689097195,5119.6631651404,-449.905744579102,-1540.27840709148,10.0873072165715,1023.93263302808,453,-0.000499999999999945,-0.00499999999999945,-0.770139203545657,0.00504365360828518,1.03690244602592,3.42547152752873,0.000285228842011293,0.0266918114558879,0.00135158666406849,0.419911471738039,-0.0112875649226956,5569.6307647252,5115.38498527769,-454.245779447507,-1542.65724044556,8.50533938353921
13000,13,compression,1,0.9675,0.0325,1.935,0.9675,5291.98966408269,1.03359173126615,5570.97186202457,4537.40282342112,-1033.56903860345,-1536.81498055217,10.6869620819444,907.480564684224,429,-0.000499999999999945,-0.00499999999999945,-0.768407490276,0.0053434810409716,1.03915010699882,3.33750554284668,0.000428959522686983,0.0124909718419927,0.000347961535620502,0.261587537306127,0.00201942173613763,5571.06986269016,5146.31148538838,-424.758377301785,-1542.15792678487,7.93266247674058
13100,13.1,compression,1,0.96725,0.0327500000000001,1.9345,0.96725,5293.35745670716,1.03385887826312,5572.50403830298,5375.10088915686,-197.403149146121,-1524.90807222194,4.67104333854462,1075.02017783137,467,-0.000500000000000167,-0.00500000000000167,-0.762454036111226,0.00233552166927309,1.03556954742906,3.54837963626397,0.000499020155146074,0.02702998778938,0.00721860848931525,0.505519034988189,0.00445496339492532,5572.50838683323,5170.37673383584,-402.131652997385,-1545.6400438946,8.25716232476533
13200,13.2,compression,1,0.967,0.033,1.934,0.967,5294.7259565667,1.03412616339193,5573.88535075773,5764.53710168221,190.651750924481,-1580.6042055838,5.47189283295529,1152.90742033644,505,-0.000499999999999945,-0.00499999999999945,-0.790302102791811,0.00273594641647734,1.03866876083144,3.38003809656734,0.000378652192347711,0.0363291354624865,0.00167905753705011,0.708032306346748,0.00239177874865723,5573.95286908154,5166.75106986207,-407.201799219469,-1547.87274170411,8.35928023814148
13300,13.3,compression,1,0.96675,0.03325,1.9335,0.96675,5296.09516420998,1.03439358675976,5575.38952931609,5234.59478400355,-340.794745312538,-1536.63724095912,9.79190146617112,1046.91895680071,460,-0.000499999999999945,-0.00499999999999945,-0.768318620479473,0.00489595073308502,1.04065182374338,3.60419412132419,0.000494881018348478,0.0277885504499186,0.0034966479402888,0.499650587028948,0.00759740917374554,5575.39270546865,5146.68337712125,-428.709328347406,-1545.23672823223,8.29561796168925
13400,13.4,compression,1,0.9665,0.0335000000000001,1.933,0.9665,5297.46508018624,1.03466114847388,5576.82774593102,5823.57571992109,246.747973990075,-1546.11618947121,6.82255324365005,1164.71514398422,528,-0.000500000000000167,-0.00500000000000167,-0.773058094735865,0.00341127662182616,1.03690357357706,3.59113934572183,0.000480610600651036,0.0165790150565839,0.000544326296953247,0.341500673676589,-0.00993966813686386,5576.83247809273,5148.1365379489,-428.695940143824,-1547.83256902294,8.50300768417153
13500,13.5,compression,1,0.96625,0.0337500000000001,1.9325,0.96625,5298.83570504528,1.03492884864166,5578.27238166355,5288.26382349275,-290.008558170803,-1584.67116367902,9.59771342678434,1057.65276469855,440,-0.000499999999999945,-0.00499999999999945,-0.792335581839424,0.00479885671339164,1.0337317741372,3.62152728590897,0.000562660036585406,0.0172507707580645,0.00177136737224066,0.275098774980682,-0.00414218394304824,5578.27854185001,5248.45578469064,-329.822757159375,-1548.77079682687,8.99419069147455
13600,13.6,compression,1,0.966,0.034,1.932,0.966,5300.20703933747,1.0351966873706,5579.76586203844,4563.63898816825,-1016.12687387019,-1510.18283775207,9.44813782191038,912.72779763365,406,-0.000499999999999945,-0.00499999999999945,-0.755091418875952,0.00472406891095467,1.03599996741711,3.67729586685215,0.000762823935301682,0.0240707611077693,0.00289817695927855,0.460804089268418,0.0145529041189685,5579.7243350886,5298.05326758878,-281.671067499815,-1549.17928176311,9.0694367784561
13700,13.7,compression,1,0.96575,0.03425,1.9315,0.96575,5301.57908361377,1.03546466476831,5581.21122622299,6254.82832720666,673.617100983673,-1586.82430723872,10.0722874894956,1250.96566544133,535,-0.000499999999999945,-0.00499999999999945,-0.793412153619273,0.00503614374474726,1.03953220426191,3.77290785197455,0.000659019020904106,0.016441136095201,0.000831481364507894,0.296175834468055,-0.016112392875116,5581.17024866471,5272.68064586593,-308.48960279878,-1552.59204588657,9.35114313087665
13800,13.8,compression,1,0.9655,0.0345,1.931,0.9655,5302.95183842569,1.03573278094252,5582.62388168643,4831.61757937261,-751.006302313819,-1568.43927691198,12.5843671358954,966.323515874523,428,-0.000499999999999945,-0.00499999999999945,-0.784219638455903,0.00629218356794703,1.03436476941308,3.68420758353693,0.000756262345403879,0.0280855280220407,0.000615128129787546,0.450992161192488,-0.0156241475039917,5582.61326661255,5271.67321746303,-310.940049149523,-1549.68706558653,9.21010895313426
13900,13.9,compression,1,0.96525,0.0347500000000001,1.9305,0.96525,5304.3253043253,1.03600103600104,5584.08469066971,5433.91351184441,-150.1711788253,-1590.21805770284,2.604735288839,1086.78270236888,480,-0.000500000000000167,-0.00500000000000167,-0.795109028851683,0.00130236764441993,1.03783264624205,3.74113433408574,0.000561591795323885,0.0353054944961412,0.00135799570776074,0.605236521413355,0.00622606158130246,5584.05961794308,5250.28498611961,-333.774631823475,-1551.40594879092,9.29527780947988
14000,14,compression,1,0.965,0.035,1.93,0.965,5305.69948186528,1.03626943005181,5585.50175584661,5809.69563709398,224.193881247369,-1530.82147455193,7.03401378012758,1161.9391274188,498,-0.000499999999999945,-0.00499999999999945,-0.765410737275881,0.0035170068900634,1.0351605464571,3.59549620427977,0.000582644854661939,0.0234240042381193,0.00158104277074234,0.410706451564871,-0.0303331442968325,5585.51027385111,5243.75900383913,-341.751270011974,-1553.22431204886,9.56678451547856
14100,14.1,compression,1,0.96475,0.03525,1.9295,0.96475,5307.07437159886,1.0365379632029,5586.92933836886,4496.90690119094,-1090.02243717792,-1540.25919614224,8.83282583723197,899.381380238188,389,-0.000499999999999945,-0.00499999999999945,-0.770129598071036,0.0044164129186155,1.04150770245395,3.55333970962199,0.000659867162082777,0.0164884479473868,0.00973675641913603,0.469254091036697,0.0034248153055034,5586.95870603907,5277.37693496664,-309.581771072431,-1553.55056257284,9.17537699794588
14200,14.2,compression,1,0.9645,0.0355000000000001,1.929,0.9645,5308.44997407983,1.03680663556247,5588.46395180738,5146.34519592715,-442.118755880228,-1644.2420310617,12.5346512389977,1029.26903918543,452,-0.000500000000000167,-0.00500000000000167,-0.822121015531125,0.00626732561950094,1.04516949419275,3.81058367513502,0.000571563025129637,0.0274138064449952,0.00470491971142841,0.47928033979816,0.0164090087872592,5588.40697035509,5284.99620432254,-303.410766032549,-1556.32408260615,9.69270854465498
14300,14.3,compression,1,0.96425,0.0357500000000001,1.9285,0.96425,5309.82628986259,1.03707544723879,5589.78859155839,5540.91271596844,-48.8758755899471,-1473.71133302412,9.37311719571913,1108.18254319369,465,-0.000499999999999945,-0.00499999999999945,-0.736855666511977,0.00468655859785905,1.04654952476108,3.44199914603864,0.000685374478785788,0.0245244462312333,0.00627738125506374,0.426412264730857,-0.0016704942085128,5589.85770440602,5253.03192582812,-336.825778577906,-1552.06920518771,9.9669141443368
14400,14.4,compression,1,0.964,0.036,1.928,0.964,5311.20331950207,1.03734439834025,5591.25291124762,4781.45605910912,-809.796852138497,-1554.78091266772,10.0201202269028,956.291211821826,436,-0.000499999999999945,-0.00499999999999945,-0.777390456333773,0.00501006011345084,1.03899750943214,3.57201560733174,0.00070266577680552,0.0164486722761313,0.000116567987785985,0.289236129918283,-0.00365861213072654,5591.30565463496,5280.54540371537,-310.760250919593,-1555.36932161975,9.93599774472853
14500,14.5,compression,1,0.96375,0.03625,1.9275,0.96375,5312.58106355383,1.03761348897536,5592.74633496834,5734.49436640805,141.74803143971,-1545.07782902887,16.2214468098871,1146.89887328161,493,-0.000499999999999945,-0.00499999999999945,-0.772538914514351,0.00811072340494268,1.0455015187009,3.57967736249644,0.000376455105577455,0.0369824372403127,0.00133997273924375,0.834651202880919,0.00231923772464949,5592.75364390506,5214.53593874138,-378.217705163687,-1555.59401699841,9.81976799610612
14600,14.6,compression,1,0.9635,0.0365,1.927,0.9635,5313.95952257395,1.03788271925272,5594.18082319961,5902.9511610119,308.770337812289,-1537.68460832692,-1.33915803884503,1180.59023220238,490,-0.000499999999999945,-0.00499999999999945,-0.768842304163375,-0.000669579019422439,1.03593442904718,3.53068738699103,0.000500461515458245,0.0254417851910574,0.000851476575436616,0.301627399461141,-0.0123315056915955,5594.20182001635,5203.08513566235,-391.116684354005,-1555.52885438198,10.3472853259043
14700,14.7,compression,1,0.96325,0.0367500000000001,1.9265,0.96325,5315.33869711913,1.03815208928108,5595.63770788945,4917.90843196795,-677.729275921499,-1580.73654228955,15.2610380058869,983.58168639359,405,-0.000500000000000167,-0.00500000000000167,-0.79036827114504,0.00763051900294598,1.03859905585386,3.62314801872042,0.000416627081195874,0.039604492558826,0.00275454010896194,0.530393868702189,-0.00612268235062126,5595.64924578761,5286.86183945225,-308.787406335356,-1556.81436126019,10.6054497773226
14800,14.8,compression,1,0.963,0.037,1.926,0.963,5316.71858774663,1.03842159916926,5597.14534351756,4679.08637436603,-918.058969151532,-1491.62266676684,11.794088737469,935.817274873206,376,-0.000499999999999945,-0.00499999999999945,-0.745811333383336,0.00589704436873384,1.04030529700453,3.69746303250111,0.000590820450335609,0.0234990294805456,0.00359160037692669,0.386074570102052,0.00734938815079873,5597.09615171555,5190.27961126598,-406.81654044957,-1555.57603411727,10.3205884973898
14900,14.9,compression,1,0.96275,0.03725,1.9255,0.96275,5318.09919501428,1.03869124902623,5598.49974006799,5019.09115205837,-579.408588009623,-1574.89359158514,13.6297888629386,1003.81823041167,428,-0.000499999999999945,-0.00499999999999945,-0.787446795792484,0.00681489443146854,1.03793235025084,3.50286435769569,0.000404663400399942,0.0239222288522973,0.0057523371535899,0.583177899317667,0.0011471741141968,5598.54815815161,5257.7485563729,-340.799601778717,-1547.56869403871,10.2217855275317
15000,15,compression,1,0.9625,0.0375000000000001,1.925,0.9625,5319.48051948052,1.03896103896104,5600.03268378791,4982.61753725032,-617.415146537585,-1578.46403550807,15.7889480425438,996.523507450065,459,-0.000500000000000167,-0.00500000000000167,-0.789232017754297,0.00789447402127452,1.03728377901941,3.75053812185965,0.000602421148475801,0.0359657517609612,0.00145212345735683,0.718841096719645,-0.00374540095696431,5600.00331664313,5245.94954892932,-354.053767713813,-1547.72398879478,10.310321405175
15100,15.1,compression,1,0.96225,0.0377500000000001,1.9245,0.96225,5320.86256170434,1.03923096908288,5601.38893797193,5243.37937709888,-358.009560873052,-1543.66624155583,2.46740421375807,1048.67587541978,479,-0.000499999999999945,-0.00499999999999945,-0.771833120777828,0.0012337021068789,1.03322663056604,3.39505799459932,0.000447845233492302,0.017054428736871,0.00145257805647744,0.453943699174908,0.00231891742160113,5601.45966476705,5221.45452151447,-380.005143252577,-1546.74042829214,10.7922636689581
15200,15.2,compression,1,0.962,0.038,1.924,0.962,5322.24532224532,1.03950103950104,5602.91758893923,5535.10554563063,-67.8120433085996,-1583.15199292144,15.5350058194358,1107.02110912613,512,-0.000499999999999945,-0.00499999999999945,-0.791575996460635,0.00776750290971706,1.03913299892731,3.63608787426187,0.000426434026400195,0.0195893940217279,0.00216735307831864,0.436252155884438,-0.00232636235845601,5602.91886854025,5228.8482085562,-374.070659984048,-1546.72730070134,11.1748064086806
15300,15.3,compression,1,0.96175,0.03825,1.9235,0.96175,5323.62880166363,1.03977125032493,5604.35076582745,5093.28725329943,-511.063512528018,-1491.25177979657,11.2302104262735,1018.65745065989,465,-0.000499999999999945,-0.00499999999999945,-0.745625889898201,0.00561510521313613,1.04200789880712,3.54286029922213,0.000397952180728263,0.034166814035442,0.00294295917085885,0.620221513464814,0.00306367806991752,5604.37200913465,5250.70024276287,-353.671766371776,-1544.30204026984,10.7639489540867
15400,15.4,compression,1,0.9615,0.0385,1.923,0.9615,5325.01300052002,1.04004160166407,5605.7964841238,5812.37781963585,206.581335512049,-1605.93968603193,9.14265707439744,1162.47556392717,469,-0.000499999999999945,-0.00499999999999945,-0.802969843015877,0.00457132853719822,1.03942110286124,3.52125222344765,0.000244593974072349,0.0304102420265001,0.00496078888589928,0.483386945483779,-0.00825405413082498,5605.83465622744,5228.82617399569,-377.008482231745,-1545.73371806353,10.5740344693281
15500,15.5,compression,1,0.96125,0.0387500000000001,1.9225,0.96125,5326.39791937581,1.04031209362809,5607.23552060308,4437.37695546718,-1169.8585651359,-1550.83479242315,4.38172852257943,887.475391093436,377,-0.000500000000000167,-0.00500000000000167,-0.775417396211832,0.00219086426129045,1.03631326691247,3.46240643440735,0.000346232644895101,0.0245446927353526,0.00422038789969034,0.386302292541029,0.00427412631616521,5607.29904345862,5227.04177816347,-380.257265295157,-1545.16735269036,10.4591631088157
