step,t,phase,phaseIndex,yTop,compression,volume,volumeRatio,rhoMean,rhoRatio,Pkin,Pwall,PexcessWallKinetic,PprojectionWorkRaw,PprojectionWorkThermostatted,wallImpulseTopY,wallHitsTop,dVInterval,dVdtMean,projectionEnergyRaw,projectionEnergyThermostatted,kBTCell,stdN,lowKProxy,rmsDivParticleAfter,rmsMassFluxResidual,rmsMassFluxParticleAfter,meanVy,PkinSmooth,PwallSmooth,PexcessWallKineticSmooth,PprojectionWorkRawSmooth,PprojectionWorkThermostattedSmooth
25900,25.9,decompression,3,0.95225,0.0477500000000001,1.9045,0.95225,5376.73930165398,1.05014439485429,5660.23642296026,5749.14771367252,88.9112907122608,1537.58803331984,-5.29794961617927,1149.82954273451,516,0.000499999999999945,0.00499999999999945,-0.768794016659835,0.00264897480808934,1.03610659062497,3.43174999431534,0.000335928494856406,0.0188846897819544,0.00300633073549879,0.400649508533081,-0.0111243560900881,5660.22359729295,5058.04820851193,-602.175388781022,1545.32300845851,-11.3301526678885
26000,26,decompression,3,0.9525,0.0475000000000001,1.905,0.9525,5375.3280839895,1.0498687664042,5658.82703299535,5494.07532792776,-164.75170506759,1535.27214181255,-13.1512260163321,1098.81506558555,467,0.000499999999999945,0.00499999999999945,-0.767636070906191,0.00657561300816534,1.03723123409724,3.66983792173714,0.000407598389923116,0.0295878881879071,0.00126679192052017,0.543361404282339,-0.00970646386647689,5658.80762771647,5020.19148483713,-638.616142879334,1547.45055636567,-11.6238838004664
26100,26.1,decompression,3,0.95275,0.04725,1.9055,0.95275,5373.91760692732,1.04959328260299,5657.29640407422,3750.88825280676,-1906.40815126746,1614.19623332918,-18.1873618046337,750.177650561353,368,0.000500000000000167,0.00500000000000167,-0.807098116664859,0.00909368090231988,1.03710866852173,3.498392138371,0.000429175919962886,0.0284896170857213,0.00639525387315001,0.473207657640782,0.00934222603282401,5657.31511337232,5007.06394031784,-650.251173054483,1549.37197489087,-11.4158854979249
26200,26.2,decompression,3,0.953,0.047,1.906,0.953,5372.50786988458,1.04931794333683,5655.83640298242,5655.72282993223,-0.113573050191007,1564.98679055828,-14.0634776688493,1131.14456598645,500,0.000499999999999945,0.00499999999999945,-0.782493395279053,0.00703173883442387,1.04046167693537,3.58295595640228,0.000178338373615588,0.0380261905715871,0.000743755138870049,0.546897153664387,-0.00836868275501308,5655.82443899085,5004.67953704857,-651.144901942279,1554.00681320165,-10.670059676163
26300,26.3,decompression,3,0.95325,0.0467500000000001,1.9065,0.95325,5371.09887227905,1.049042748492,5654.36419229025,4437.09313335022,-1217.27105894003,1515.55343612563,-2.2601038362027,887.418626670045,452,0.000499999999999945,0.00499999999999945,-0.757776718062733,0.00113005191810123,1.03356751363639,3.53456513377976,0.00024710022080526,0.0194236883834617,0.0050394400755122,0.223287523295697,-0.00234646569088712,5654.33865475842,4987.65023220502,-666.688422553398,1551.55131389288,-10.9274450528977
26400,26.4,decompression,3,0.9535,0.0465,1.907,0.9535,5369.6906135291,1.0487676979549,5652.83462967239,4225.26060250974,-1427.57402716265,1542.04651425716,-12.0230983581595,845.052120501949,408,0.000500000000000167,0.00500000000000167,-0.771023257128839,0.00601154917908175,1.03654201808535,3.50062896221743,0.000221963398686283,0.0151020187001406,0.00242189104636583,0.383003904122108,0.0176639987144265,5652.85264228992,4919.31281264291,-733.539829647016,1551.50520808239,-10.5569190644187
26500,26.5,decompression,3,0.95375,0.04625,1.9075,0.95375,5368.28309305374,1.04849279161206,5651.35946649055,4931.53677957225,-719.822686918304,1568.22604816014,-16.2373240811484,986.30735591445,434,0.000499999999999945,0.00499999999999945,-0.784113024079985,0.00811866204057332,1.041088321262,3.50509832753866,0.000418283280338231,0.0226461899854274,0.000465678776966283,0.328044227559505,0.00755554691135838,5651.36949263255,4908.96957589735,-742.399916735199,1549.97185826098,-10.9167771666987
26600,26.6,decompression,3,0.954,0.046,1.908,0.954,5366.87631027254,1.0482180293501,5649.88205335551,5728.0807298162,78.1986764606909,1498.54961011804,-11.2431865529484,1145.61614596324,487,0.000499999999999945,0.00499999999999945,-0.749274805058938,0.0056215932764736,1.0381811163512,3.4567498280577,0.000524206079401893,0.0213728492063264,0.00494842390179216,0.271647449205978,-0.0104580436266985,5649.88757761456,4910.56400800817,-739.323569606394,1548.9030952718,-10.0580778560934
26700,26.7,decompression,3,0.95425,0.0457500000000001,1.9085,0.95425,5365.47026460571,1.0479434110558,5648.39932286927,4729.80776359432,-918.591559274955,1577.48500344331,-15.8569837140843,945.961552718864,446,0.000499999999999945,0.00499999999999945,-0.788742501721566,0.00792849185704125,1.04441843169663,3.57639576300224,0.000330387705422182,0.0263473157935421,0.0139948262629493,0.625805021610692,-0.00541196336767005,5648.40764124027,4878.33294149408,-770.074699746192,1549.06534070285,-10.1664204693527
26800,26.8,decompression,3,0.9545,0.0455000000000001,1.909,0.9545,5364.06495547407,1.04766893661603,5646.8541503571,5129.7230276679,-517.131122689198,1477.88854448279,-15.233894638086,1025.94460553358,459,0.000499999999999945,0.00499999999999945,-0.738944272241313,0.00761694731904217,1.04376100894632,3.32811071620742,0.000182130917247643,0.0133052235105172,0.00841759282675508,0.264845342797403,-0.00714040532244335,5646.92653243436,4911.96567705414,-734.960855380218,1547.98278648092,-10.2809387003636
26900,26.9,decompression,3,0.95475,0.04525,1.9095,0.95475,5362.66038229903,1.04739460591778,5645.39324772244,5232.26117710281,-413.132070619622,1528.86579114812,-0.143542691966877,1046.45223542056,486,0.000500000000000167,0.00500000000000167,-0.764432895574313,7.17713459834624e-05,1.03466393716157,3.40484287305821,0.000247452967197723,0.01721020781831,0.00346001425804367,0.267062154159559,0.0129500164240432,5645.44694093941,4889.54792089682,-755.899020042592,1545.63921868486,-10.9676443905909
27000,27,decompression,3,0.955,0.045,1.91,0.955,5361.25654450262,1.04712041884817,5643.98056403913,5432.72944457599,-211.251119463141,1587.87396660178,-17.2047753194461,1086.5458889152,498,0.000499999999999945,0.00499999999999945,-0.793936983300801,0.0086023876597221,1.03755957506162,3.54506906520927,0.000215958526002231,0.0271272812040935,0.00621867023836116,0.492534021408287,-0.00409843118704114,5643.96819163976,4844.75284304378,-799.215348595985,1545.42223116061,-11.1468531026549
27100,27.1,decompression,3,0.95525,0.0447500000000001,1.9105,0.95525,5359.85344150746,1.04684637529443,5642.42822463596,4851.91493401844,-790.513290617519,1587.80034539494,-7.25591944709372,970.382986803689,440,0.000499999999999945,0.00499999999999945,-0.793900172697384,0.00362795972354646,1.03898048564008,3.32869866969954,0.000139963779669025,0.0246872441630572,0.00204706444549689,0.503772273043534,0.00378667928225013,5642.4874912845,4817.58130051657,-824.906190767931,1545.95115747648,-10.6765243913235
27200,27.2,decompression,3,0.9555,0.0445,1.911,0.9555,5358.45107273679,1.0465724751439,5640.9677718006,5106.17801274654,-534.789759054059,1590.83785999519,1.29036005525097,1021.23560254931,419,0.000500000000000167,0.00500000000000167,-0.795418929997859,-0.000645180027625702,1.03904532467044,3.36901967077581,0.00025089209518467,0.0181842915374718,0.000523835058282749,0.294720814479415,-0.000544426931537544,5641.01039434145,4878.2289603615,-762.781433979947,1545.10276053218,-10.2184822717586
27300,27.3,decompression,3,0.95575,0.04425,1.9115,0.95575,5357.04943761444,1.04629871828407,5639.49987920114,3938.02167052729,-1701.47820867385,1526.62902074668,-19.7999112120865,787.604334105458,350,0.000499999999999945,0.00499999999999945,-0.763314510373257,0.00989995560604218,1.03524917058409,3.45221786959892,0.000164244766270735,0.0158320199588762,0.0035918186795883,0.312958160121255,-0.00882357522547743,5639.53490465973,4898.030379109,-741.504525550733,1544.11890459988,-10.0646126478459
27400,27.4,decompression,3,0.956,0.044,1.912,0.956,5355.64853556485,1.04602510460251,5638.0267824536,3946.69070933441,-1691.3360731192,1551.68517430011,-11.5700442269219,789.338141866882,350,0.000499999999999945,0.00499999999999945,-0.775842587149969,0.00578502211346033,1.04147824085462,3.43289030004355,0.000271616471241752,0.0156916312646803,0.00590598676634563,0.398399661122463,0.00134654964475097,5638.05997215302,4883.28654657816,-754.773425574854,1547.57380903297,-10.578102182456
27500,27.5,decompression,3,0.95625,0.0437500000000001,1.9125,0.95625,5354.24836601307,1.04575163398693,5636.59296457242,5149.42903393483,-487.16393063759,1542.5399757597,-13.1053633883537,1029.88580678697,447,0.000499999999999945,0.00499999999999945,-0.771269987879766,0.00655268169417611,1.03984117384826,3.54562104171167,0.000189349147804546,0.0317675345526339,0.00125202925425345,0.576996858435537,-0.00240829388882701,5636.59085219887,4927.88625397279,-708.704598226079,1549.73854726443,-10.1149263063582
27600,27.6,decompression,3,0.9565,0.0435000000000001,1.913,0.9565,5352.84892838474,1.04547830632514,5635.12334061574,5125.05094677607,-510.072393839661,1547.73116981872,0.167659854508636,1025.01018935522,433,0.000499999999999945,0.00499999999999945,-0.773865584909276,-8.38299272543086e-05,1.03736932959644,3.58186342521164,9.77938123210813e-05,0.0205266783883994,0.00108716083263133,0.328377547382711,-0.0100632720243245,5635.12128102436,4940.98406984825,-694.137211176102,1548.73529793032,-10.1319124099918
27700,27.7,decompression,3,0.95675,0.04325,1.9135,0.95675,5351.45022210609,1.0452051215051,5633.67438716764,4633.12065568107,-1000.55373148656,1575.63741135003,-8.22298222177134,926.624131136216,388,0.000500000000000167,0.00500000000000167,-0.787818705675277,0.00411149111088704,1.03899299524604,3.67729586685215,0.000218860636125312,0.0258756516045908,0.000648958128830893,0.405107639975624,0.011976104121705,5633.65357844679,4897.97821299918,-735.67536544761,1550.5536167363,-10.0300964859149
27800,27.8,decompression,3,0.957,0.043,1.914,0.957,5350.05224660397,1.04493207941484,5632.14272164542,5028.37535301677,-603.767368628653,1483.00438057545,-12.4371600626385,1005.67507060335,429,0.000499999999999945,0.00499999999999945,-0.741502190287642,0.00621858003131859,1.04671657446008,3.46297158685287,0.000149977593898963,0.0339460588273811,0.00472542072170367,0.594989696880838,-0.00845917426208956,5632.18624947352,4885.48459416865,-746.701655304863,1550.91984528442,-9.89131805782824
27900,27.9,decompression,3,0.95725,0.0427500000000001,1.9145,0.95725,5348.65500130582,1.04465917994254,5630.66579782626,4405.39824026909,-1225.26755755717,1504.02614108444,-18.4842472552658,881.079648053819,406,0.000499999999999945,0.00499999999999945,-0.752013070542136,0.00924212362763188,1.04881372324365,3.46636056654518,0.000228413540746012,0.0194248738153865,0.00311916618679239,0.332702182792222,-0.00305807848219174,5630.72094098604,4842.95424802079,-787.766692965248,1554.8443370685,-10.044861219872
28000,28,decompression,3,0.9575,0.0425,1.915,0.9575,5347.25848563969,1.0443864229765,5629.18268766757,4808.45107875859,-820.731608908983,1533.0312953106,-9.0613325695231,961.690215751718,399,0.000500000000000167,0.00500000000000167,-0.766515647655558,0.00453066628476306,1.03999452883825,3.38351014483416,0.000367106193399716,0.0209878757321944,0.00499649823692663,0.387015453025034,0.00425362729571505,5629.25179414807,4870.32624435425,-758.925549793818,1558.60015720313,-10.4350110689961
28100,28.1,decompression,3,0.95775,0.04225,1.9155,0.95775,5345.86269903419,1.04411380840512,5627.73232553492,4923.47293485647,-704.259390678448,1546.37959444581,-3.27432307837397,984.694586971296,414,0.000499999999999945,0.00499999999999945,-0.77318979722282,0.0016371615391868,1.03730988396603,3.4714378326888,0.000565999455846026,0.020291169627727,0.00677507342500109,0.214897532229865,-0.00450468218873312,5627.78262976844,4859.02626769521,-768.756362073234,1558.69573235454,-10.1061216460336
28200,28.2,decompression,3,0.958,0.042,1.916,0.958,5344.46764091858,1.04384133611691,5626.27736827011,5024.48910955031,-601.788258719804,1596.3798974988,-8.56847729376936,1004.89782191006,434,0.000499999999999945,0.00499999999999945,-0.79818994874931,0.00428423864688421,1.02971772216437,3.46410161513775,0.000375793776002873,0.0195843614685563,0.00277152397278887,0.343103160593716,0.0132954958893755,5626.31679095178,4879.62303804799,-746.693752903793,1555.77131694781,-10.4956777392297
28300,28.3,decompression,3,0.95825,0.0417500000000001,1.9165,0.95825,5343.07331072267,1.04356900600052,5624.8511196664,6071.5526236297,446.701503963294,1544.32581598005,-10.8322155666832,1214.31052472594,538,0.000499999999999945,0.00499999999999945,-0.772162907989942,0.00541610778334101,1.03764106763325,3.5489310978628,0.000389743790223469,0.0157441540610306,0.00536829283304856,0.512635661995939,-0.00520776082676919,5624.84923111192,4886.504155755,-738.34507535692,1555.58372263,-11.0911460889389
28400,28.4,decompression,3,0.9585,0.0415000000000001,1.917,0.9585,5341.67970787689,1.04329681794471,5623.3906096492,4127.47265020264,-1495.91795944656,1588.10642922053,-13.0433840630141,825.494530040529,349,0.000499999999999945,0.00499999999999945,-0.794053214610178,0.00652169203150632,1.04102475262364,3.58295595640228,0.000538396534899603,0.0417848877393603,0.00187161577769365,0.54814285916808,0.00538553053914844,5623.38469011317,4963.50488937427,-659.879800738902,1551.8124002932,-10.46009809246
28500,28.5,decompression,3,0.95875,0.04125,1.9175,0.95875,5340.28683181226,1.04302477183833,5621.98311063523,5161.85445779686,-460.128652838365,1587.50601711783,-2.29640496010587,1032.37089155937,477,0.000500000000000167,0.00500000000000167,-0.793753008559181,0.00114820248005332,1.03680245821386,3.74113433408574,0.000512259781920101,0.0347261574655215,0.00352270568894678,0.837533441664296,0.00729141237861836,5621.9208043864,5005.648416096,-616.272388290396,1551.33889162645,-10.276487492087
28600,28.6,decompression,3,0.959,0.041,1.918,0.959,5338.89468196038,1.04275286757039,5620.49847182582,5206.59091295702,-413.907558868797,1547.15781214377,-16.5940322574536,1041.31818259141,451,0.000499999999999945,0.00499999999999945,-0.773578906071799,0.00829701612872591,1.04286945207123,3.77290785197455,0.000374351835523924,0.017951459913118,0.00252899166618103,0.48732969220554,-0.00327456355611268,5620.45437586997,5021.75980364717,-598.694572222799,1550.22598525474,-10.3884940877375
28700,28.7,decompression,3,0.95925,0.0407500000000001,1.9185,0.95925,5337.50325775345,1.04248110502997,5619.06029922662,4824.95773598564,-794.102563240977,1536.7343050436,-9.10505214733404,964.991547197128,433,0.000499999999999945,0.00499999999999945,-0.768367152521715,0.00455252607366652,1.04019457079919,3.77757312416515,0.00055751161963384,0.0348546890315037,0.0150893150107304,0.514484735475708,-0.0127613005654364,5618.99095395937,4985.65412849215,-633.33682546722,1547.69235589887,-11.5258121296108
28800,28.8,decompression,3,0.9595,0.0405,1.919,0.9595,5336.11255862428,1.04220948410631,5617.58541443055,4467.44176815329,-1150.14364627726,1585.17580295393,-12.9426367242648,893.488353630658,386,0.000500000000000167,0.00500000000000167,-0.792587901477231,0.00647131836213455,1.04114091652165,3.8448379504175,0.000277206055342731,0.0282846307927162,0.00891986425423725,0.44892181685819,-0.00735944568612946,5617.52526007953,5022.55805948895,-594.967200590577,1544.83833912499,-11.723999261595
28900,28.9,decompression,3,0.95975,0.04025,1.9195,0.95975,5334.72258400625,1.04193800468872,5616.08267211998,4236.58575856269,-1379.49691355729,1560.30287194838,-18.4583010410051,847.317151712539,415,0.000499999999999945,0.00499999999999945,-0.780151435974104,0.00922915052050155,1.0397432805259,3.73694727699981,0.000234946812476353,0.0179588120096354,0.00312065025842641,0.402060946888259,0.0183071411337369,5616.06378777302,5052.06792508466,-563.995862688357,1551.28092331717,-11.547502395195
29000,29,decompression,3,0.96,0.04,1.92,0.96,5333.33333333333,1.04166666666667,5614.54116412522,5807.07310010564,192.531935980418,1607.7380139753,-8.33668952357195,1161.41462002113,487,0.000499999999999945,0.00499999999999945,-0.803869006987563,0.00416834476178551,1.03678225254309,3.48100801920156,0.000337913245323487,0.0258159245706934,0.000585072610561034,0.409566940581491,-0.00714717123377195,5614.60418733472,5036.59182796559,-578.012359369126,1555.5287368448,-11.3858520108766
29100,29.1,decompression,3,0.96025,0.0397500000000001,1.9205,0.96025,5331.94480604009,1.04139546992971,5613.12811206693,5195.42993473605,-417.698177330874,1589.88104478146,-10.2980974372342,1039.08598694721,437,0.000499999999999945,0.00499999999999945,-0.794940522390643,0.00514904871861654,1.03478968333028,3.56763007393181,0.000201555876175052,0.0278976825186396,0.00176155451985946,0.413651719269954,-0.00739321161349709,5613.1439770936,5006.11903668511,-607.024940408492,1553.62583218197,-11.808485416605
29200,29.2,decompression,3,0.9605,0.0395000000000001,1.921,0.9605,5330.55700156169,1.04112441436752,5611.64560948608,5284.44711142681,-327.198498059276,1526.38762185358,-15.4365974042125,1056.88942228536,476,0.000499999999999945,0.00499999999999945,-0.763193810926704,0.00771829870210539,1.04084324566852,3.49671358147068,0.000271846771821616,0.0206259368291584,0.0098318578983431,0.361053197842042,-0.00565488971482531,5611.68390944273,4998.83398836509,-612.84992107764,1555.01026952148,-12.001793715267
29300,29.3,decompression,3,0.96075,0.03925,1.9215,0.96075,5329.16991933385,1.04085349986989,5610.14901516355,5250.68148459383,-359.467530569727,1586.89837932121,-11.2144752886423,1050.13629691877,456,0.000500000000000167,0.00500000000000167,-0.79344918966087,0.00560723764432303,1.03875472604437,3.41918153193664,0.00060000278606534,0.0189716393302208,0.00995031897782038,0.669614868156721,-0.000764945629859071,5610.22570201956,5030.91090179167,-579.314800227887,1550.25645470116,-12.1044615905918
29400,29.4,decompression,3,0.961,0.039,1.922,0.961,5327.78355879292,1.04058272632674,5608.74451822727,5555.03707653181,-53.707441695452,1447.43125167386,-6.54790328602833,1111.00741530636,492,0.000499999999999945,0.00499999999999945,-0.723715625836849,0.00327395164301381,1.03887816847698,3.63393443144683,0.000570437869894116,0.0187757839772651,0.00593470243701499,0.352505704624333,0.00502304745518096,5608.76507607067,4965.61289875063,-643.152177320038,1551.5601728629,-12.1030476135365
29500,29.5,decompression,3,0.96125,0.0387500000000001,1.9225,0.96125,5326.39791937581,1.04031209362809,5607.28518219149,4831.7047704909,-775.580411700583,1541.7414922983,-7.7142216190906,966.340954098181,455,0.000499999999999945,0.00499999999999945,-0.770870746149066,0.00385711080954487,1.03549130978281,3.57913063819199,0.000433366256994897,0.0269417665514518,0.00617291496536445,0.36333944220915,0.0114527459406745,5607.30251696878,4995.30547600545,-611.997040963325,1550.45506025855,-12.3176513902585
29600,29.6,decompression,3,0.9615,0.0385,1.923,0.9615,5325.01300052002,1.04004160166407,5605.79796572741,5487.76817250935,-118.029793218057,1519.16894195391,-15.4575018970126,1097.55363450187,529,0.000500000000000167,0.00500000000000167,-0.759584470977206,0.00772875094850889,1.03896641495052,3.55333970962199,0.000470814139875778,0.0197578560208925,0.00155920625737495,0.234716320770994,-0.00869892607884327,5605.83988756426,5036.12906565462,-569.71082190964,1548.79420914894,-12.6780387684785
29700,29.7,decompression,3,0.96175,0.03825,1.9235,0.96175,5323.62880166363,1.03977125032493,5604.39148049305,4366.83176852056,-1237.5597119725,1494.52495334539,-23.7160190248322,873.366353704112,395,0.000499999999999945,0.00499999999999945,-0.747262476672613,0.0118580095124148,1.04108748816587,3.70486536830426,0.000428655062624632,0.0216141714453118,0.00167049054110184,0.372312668957731,0.01077589330006,5604.3815680042,5038.47469456328,-565.906873440911,1549.90401954187,-12.608577328519
29800,29.8,decompression,3,0.962,0.038,1.924,0.962,5322.24532224532,1.03950103950104,5602.89481569103,5408.10320661397,-194.791609077066,1515.7030590987,-12.3849119934385,1081.62064132279,507,0.000499999999999945,0.00499999999999945,-0.757851529549266,0.00619245599671858,1.03978387786299,3.59549620427977,0.000369383325523759,0.0184866316109367,0.00526008432701665,0.233385773680758,0.0169760196669145,5602.92165071179,5000.85390426686,-602.067746444929,1546.99315648114,-12.3179213084601
29900,29.9,decompression,3,0.96225,0.0377500000000001,1.9245,0.96225,5320.86256170434,1.03923096908288,5601.45180320864,5648.08253052662,46.6307273179827,1618.29864861102,-8.73072586823927,1129.61650610532,496,0.000499999999999945,0.00499999999999945,-0.809149324305421,0.00436536293411915,1.03792799050691,3.55444100817924,0.000305503892814156,0.0190077903763339,0.00285873016178817,0.380922038746668,-0.0140126774465832,5601.46537168441,5040.56802219342,-560.89734949099,1548.26641465009,-11.8822768087958
30000,30,decompression,3,0.9625,0.0375000000000001,1.925,0.9625,5319.48051948052,1.03896103896104,5600.01418862198,4080.40020076867,-1519.61398785331,1593.23022516483,-15.0895891845794,816.080040153734,356,0.000499999999999945,0.00499999999999945,-0.796615112582328,0.00754479459228885,1.03387994400127,3.66022680635676,0.000380968456016407,0.0301257730191413,0.00575313735618123,0.555773544752141,-0.000572194102505902,5600.01024915692,5107.59070080898,-492.419548347942,1545.0530077929,-11.3896512583284
30100,30.1,decompression,3,0.96275,0.03725,1.9255,0.96275,5318.09919501428,1.03869124902623,5598.51827260423,4168.52246186855,-1429.99581073568,1493.0702973911,-17.9366340898188,833.704492373711,375,0.000500000000000167,0.00500000000000167,-0.7465351486958,0.00896831704491241,1.03988556920517,3.50565659756331,0.000263794113109866,0.0186734600958562,0.00412757553855988,0.233330808233378,0.0126296050901557,5598.55782273212,5122.60432654032,-475.953496191808,1544.06429423476,-11.4859455859415
30200,30.2,decompression,3,0.963,0.037,1.926,0.963,5316.71858774663,1.03842159916926,5597.07090486646,4770.48692013591,-826.583984730545,1575.4527785756,-7.33379735027642,954.097384027183,410,0.000499999999999945,0.00499999999999945,-0.787726389287715,0.00366689867513781,1.04290019904314,3.55113608788471,0.000321484529018826,0.0209701080382266,0.00376904554933494,0.350468474255002,0.00591562192375022,5597.10134090835,5096.59607349625,-500.505267412104,1538.93224314625,-11.8622303620521
30300,30.3,decompression,3,0.96325,0.0367500000000001,1.9265,0.96325,5315.33869711913,1.03815208928108,5595.65501238357,5698.10429150858,102.449279125009,1496.54978627195,-10.7245026755901,1139.62085830172,477,0.000499999999999945,0.00499999999999945,-0.748274893135893,0.00536225133779444,1.04123617711158,3.67037113465993,0.000438300753375834,0.0333218860754504,0.00114542554062706,0.60555031273918,-0.00831233694269811,5595.65038974172,5129.19322918722,-466.457160554503,1540.15292224887,-11.3847090543167
30400,30.4,decompression,3,0.9635,0.0365,1.927,0.9635,5313.95952257395,1.03788271925272,5594.17797473972,4700.29455976784,-893.883414971879,1571.70389737661,-10.8025220485217,940.058911953569,406,0.000500000000000167,0.00500000000000167,-0.785851948688568,0.00540126102426264,1.03565508095873,3.63608787426187,0.000352669359769784,0.0184417717278427,0.0034755437761155,0.351057207139381,0.0144050201579535,5594.2056449793,5088.19472891442,-506.010916064879,1537.67164710129,-10.9255424809953
30500,30.5,decompression,3,0.96375,0.03625,1.9275,0.96375,5312.58106355383,1.03761348897536,5592.67686850951,4751.01677255391,-841.660095955594,1564.89906452931,-17.5500633741771,950.203354510783,407,0.000499999999999945,0.00499999999999945,-0.782449532264566,0.0087750316870876,1.03856585670728,3.39159776812399,0.000280776663094855,0.0173119340335011,0.00431103359489779,0.348369914066009,0.00434459026031934,5592.75556113821,5063.69718112066,-529.058380017544,1543.01408526968,-10.6078940337413
30600,30.6,decompression,3,0.964,0.036,1.928,0.964,5311.20331950207,1.03734439834025,5591.26789314035,6019.14984042937,427.881947289021,1552.62814381584,-9.86453990272438,1203.82996808588,517,0.000499999999999945,0.00499999999999945,-0.776314071907835,0.00493226995136165,1.03306267748971,3.50062896221743,0.000343862081672413,0.0189219140973568,0.00367124607196939,0.317483982175753,0.00165566703841499,5591.30487413972,5001.09506602213,-590.209808117585,1540.49229918437,-10.9663366298876
30700,30.7,decompression,3,0.96425,0.0357500000000001,1.9285,0.96425,5309.82628986259,1.03707544723879,5589.8737610645,5255.849120039,-334.024641025498,1570.46383039535,-15.1353420183055,1051.1698240078,474,0.000499999999999945,0.00499999999999945,-0.785231915197589,0.0075676710091519,1.04218535022083,3.67836005320545,0.000363931292093678,0.0213483603015835,0.00298292323947099,0.4061115941266,-0.00819897143973676,5589.85536189249,4989.65539115491,-600.199970737587,1542.94616377584,-10.6517849602654
30800,30.8,decompression,3,0.9645,0.0355000000000001,1.929,0.9645,5308.44997407983,1.03680663556247,5588.40203608612,4034.92113976077,-1553.48089632535,1475.60618076827,-3.00127572609676,806.984227952155,374,0.000499999999999945,0.00499999999999945,-0.737803090384054,0.00150063786304822,1.03955092580415,3.66930463132936,0.000283308188055001,0.0178453502612412,0.00399999265883741,0.41492506877932,0.0045191051930684,5588.40432635403,5065.06997863997,-523.334347714057,1543.50331075455,-10.0613187448458
30900,30.9,decompression,3,0.96475,0.03525,1.9295,0.96475,5307.07437159886,1.0365379632029,5587.00355485556,5301.438244611,-285.565310244553,1611.91422450187,-3.79410223131467,1060.2876489222,453,0.000500000000000167,0.00500000000000167,-0.805957112251206,0.00189705111565797,1.03659568465309,3.65862249911057,0.000470662117349483,0.0291219492475206,0.00465518066695574,0.27026665861488,-0.0106996697160006,5586.95608414642,5005.48289870927,-581.47318543715,1547.1561590433,-9.94236301250164
31000,31,decompression,3,0.965,0.035,1.93,0.965,5305.69948186528,1.03626943005181,5585.52509904276,5644.06200948949,58.5369104467318,1492.82132794742,-8.11316448118849,1128.8124018979,494,0.000499999999999945,0.00499999999999945,-0.746410663973627,0.0040565822405938,1.03201077983104,3.68845451011529,0.000421516590583881,0.0183237007989187,0.00231148032792325,0.398821140680544,-0.000352367705208667,5585.50732874693,4970.04341147938,-615.463917267551,1541.53201853425,-10.5703868898797
31100,31.1,decompression,3,0.96525,0.0347500000000001,1.9305,0.96525,5304.3253043253,1.03600103600104,5584.04020920438,6122.35924046361,538.319031259227,1586.97502925434,-10.3588704034483,1224.47184809272,498,0.000499999999999945,0.00499999999999945,-0.793487514627081,0.00517943520172359,1.0388767169697,3.58786822980475,0.000439732900710321,0.0229211758555826,0.00444081357176559,0.366068470642209,-0.00331038802021668,5584.0570736274,5027.41088297952,-556.646190647883,1537.31213968654,-9.93414504029156
31200,31.2,decompression,3,0.9655,0.0345,1.931,0.9655,5302.95183842569,1.03573278094252,5582.54199376771,4649.25662081062,-933.285372957085,1482.10797192281,-18.200077735557,929.851324162125,425,0.000500000000000167,0.00500000000000167,-0.741053985961652,0.00910003886778155,1.04206748387117,3.41689138999723,0.000407589333350519,0.0284689724798414,0.00806181354135852,0.43763357448595,0.011148279149258,5582.61373243006,5045.37752341335,-537.236209016711,1538.25023892831,-9.66673845997548
31300,31.3,decompression,3,0.96575,0.03425,1.9315,0.96575,5301.57908361377,1.03546466476831,5581.17563498694,5968.98738093727,387.811745950337,1552.0218830086,-5.40864994176775,1193.79747618746,534,0.000499999999999945,0.00499999999999945,-0.776010941504214,0.00270432497088358,1.03844524703071,3.67676365817046,0.00052739778048041,0.0180065993643936,0.00415720088147958,0.388173182752481,-0.00438440452374776,5581.16973368452,5054.63684289701,-526.532890787509,1538.26812634487,-9.65147659235874
31400,31.4,decompression,3,0.966,0.034,1.932,0.966,5300.20703933747,1.0351966873706,5579.80937515268,4389.71297886505,-1190.09639628763,1534.7916012221,-1.57197724889286,877.94259577301,373,0.000499999999999945,0.00499999999999945,-0.767395800610965,0.000785988624446343,1.04546159271322,3.83770560940032,0.000396053094382078,0.0214788404718593,0.00221537542582649,0.334754498162945,0.00840392568512611,5579.72591727961,5052.50998312106,-527.215934158559,1541.43885933953,-9.1910999407286
31500,31.5,decompression,3,0.96625,0.0337500000000001,1.9325,0.96625,5298.83570504528,1.03492884864166,5578.29275756432,5040.58857286292,-537.704184701403,1559.62245321,0.122714106305835,1008.11771457258,450,0.000499999999999945,0.00499999999999945,-0.779811226604916,-6.13570531529106e-05,1.03811087383982,3.70856099552566,0.000590021822775279,0.019785623979168,0.000601684110295624,0.25455064832953,-0.0109702864628062,5578.28519137657,5053.51981330256,-524.765378074005,1538.70615012958,-8.97685673280069
