seed,nSteps,Nx,Ny,gamma,massFluxMode,massFluxStrength,beta,meanStdN,ratioStd_vs_Q6Projection,finalStdN,ratioFinalStd_vs_Q6Projection,meanOutBand,ratioOutBand_vs_Q6Projection,meanLowK,ratioLowK_vs_Q6Projection,timeAvgRelRms,ratioTimeAvgRelRms_vs_Q6Projection,meanRhoTransport,ratioRhoTransport_vs_Q6Projection,nuEff,ratioNuEff_vs_Q6Projection,R2,signalToNoise,centerMinusWall,meanMassFluxDivBefore,meanMassFluxDivTarget,meanMassFluxDivAfter,meanMassFluxResidual,massFluxResidualRelative,elapsedRun,elapsedScript
11,30000,32,16,20,relax_to_uniform,1,0.002,4.15512861450186,1.17334419982149,5.25774054289848,1.56304066035587,0.261686306063123,1.29197818809028,6.24616004089863e-05,0.356951987067459,0.0133670380682039,0.574187950472465,0.00824354225988078,0.872974543169927,0.0131853513187329,0.655384896172873,0.966952736659948,3.97403815202359,0.163110426631027,46.0148330313653,8.24322042224877,8.24322024825146,0.000553316764134648,1.20247478407123e-05,444.6155459,445.9636486
