seed,nSteps,Nx,Ny,gamma,massFluxMode,massFluxStrength,beta,meanStdN,ratioStd_vs_Q6Projection,finalStdN,ratioFinalStd_vs_Q6Projection,meanOutBand,ratioOutBand_vs_Q6Projection,meanLowK,ratioLowK_vs_Q6Projection,timeAvgRelRms,ratioTimeAvgRelRms_vs_Q6Projection,meanRhoTransport,ratioRhoTransport_vs_Q6Projection,nuEff,ratioNuEff_vs_Q6Projection,R2,signalToNoise,centerMinusWall,meanMassFluxDivBefore,meanMassFluxDivTarget,meanMassFluxDivAfter,meanMassFluxResidual,elapsedRun,elapsedScript
11,10000,32,16,20,relax_to_uniform,1,0.01,2.83031127208728,0.80405428107194,5.07285473731606,1.46249941974505,0.104811262376238,0.523166928103412,6.68913611319138e-05,0.702832298021664,0.0136543053611884,0.346969871704531,0.0278246363781435,3.01700238632485,0.0177009805406183,0.709025490068219,0.844984378198249,2.43201861002974,0.0945212092929901,NaN,NaN,NaN,NaN,172.986817,173.116138
